movieId,mean,count,weighted_score,title,genres,Horror,Musical,Animation,(no genres listed),Crime,Fantasy,Documentary,Adventure,Romance,Western,Comedy,Mystery,IMAX,Drama,Children,Film-Noir,Action,War,Sci-Fi,Thriller
180,3.3068181818181817,44,3.402814157703962,Mallrats (1995),Comedy|Romance,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
185,3.1029411764705883,102,3.203092785379494,"Net, The (1995)",Action|Crime|Thriller,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
186,2.875,48,3.1321570214114516,Nine Months (1995),Comedy|Romance,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
193,2.3142857142857145,35,2.8816653487706647,Showgirls (1995),Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
196,2.809090909090909,55,3.068332325530508,Species (1995),Horror|Sci-Fi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
198,3.441860465116279,43,3.483674625617715,Strange Days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1
204,3.0,31,3.2673483224605446,Under Siege 2: Dark Territory (1995),Action,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
208,2.752212389380531,113,2.918239494196456,Waterworld (1995),Action|Adventure|Sci-Fi,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
216,3.0238095238095237,42,3.2403923287512946,Billy Madison (1995),Comedy,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
223,3.963302752293578,109,3.8727212062596634,Clerks (1994),Comedy,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
224,3.6,35,3.5739730410783572,Don Juan DeMarco (1995),Comedy|Drama|Romance,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
225,3.173076923076923,52,3.3086371667084533,Disclosure (1994),Drama|Thriller,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
231,3.1107594936708862,158,3.1798311046281555,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
235,3.9038461538461537,78,3.803780071019381,Ed Wood (1994),Comedy|Drama,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
236,3.3583333333333334,60,3.4200916407788133,French Kiss (1995),Action|Comedy|Romance,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
237,3.1911764705882355,34,3.356378869845206,Forget Paris (1995),Comedy|Romance,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
246,4.040983606557377,61,3.877013710660365,Hoop Dreams (1994),Documentary,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
247,3.6511627906976742,43,3.606962296850592,Heavenly Creatures (1994),Crime|Drama,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
252,3.0609756097560976,41,3.264904896761876,I.Q. (1994),Comedy|Romance,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
253,3.396,125,3.4245693398070527,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
256,2.7023809523809526,42,3.0528923287512946,Junior (1994),Comedy|Sci-Fi,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
260,4.221649484536083,291,4.158281145389698,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
261,3.715686274509804,51,3.6519536749394224,Little Women (1994),Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
265,3.879032258064516,62,3.7696548659792737,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Fantasy|Romance,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
266,3.4863013698630136,73,3.5029926958261477,Legends of the Fall (1994),Drama|Romance|War|Western,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0
272,4.0,39,3.801568806812945,"Madness of King George, The (1994)",Comedy|Drama,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
277,3.357142857142857,35,3.443203810309126,Miracle on 34th Street (1994),Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
282,3.284090909090909,44,3.389300644190449,Nell (1994),Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
288,3.336448598130841,107,3.3818120267890017,Natural Born Killers (1994),Action|Crime|Thriller,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
292,3.309090909090909,110,3.3593446262149516,Outbreak (1995),Action|Drama|Sci-Fi|Thriller,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1
293,4.071969696969697,132,3.974124985617859,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
296,4.256172839506172,324,4.195786010367494,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
300,3.75,90,3.6984020639174435,Quiz Show (1994),Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
306,4.171875,32,3.867874962420858,Three Colors: Red (Trois couleurs: Rouge) (1994),Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
307,4.145161290322581,31,3.8493155355752986,Three Colors: Blue (Trois couleurs: Bleu) (1993),Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
315,2.909090909090909,44,3.1663276712174757,"Specialist, The (1994)",Action|Drama|Thriller,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
316,3.3689655172413793,145,3.3989042724005323,Stargate (1994),Action|Adventure|Sci-Fi,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
317,2.9642857142857144,70,3.138082476700932,"Santa Clause, The (1994)",Comedy|Drama|Fantasy,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
318,4.487138263665595,311,4.4041297585633234,"Shawshank Redemption, The (1994)",Crime|Drama,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
319,3.973684210526316,38,3.783944818677841,Shallow Grave (1994),Comedy|Drama|Thriller,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
329,3.3508771929824563,114,3.3910294977089803,Star Trek: Generations (1994),Adventure|Drama|Sci-Fi,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
333,3.32,50,3.4038530958761646,Tommy Boy (1995),Comedy,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
337,3.7954545454545454,88,3.731425827712654,What's Eating Gilbert Grape (1993),Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
339,3.4405940594059405,101,3.4641850967182686,While You Were Sleeping (1995),Comedy|Romance,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
342,3.4375,56,3.474514507791781,Muriel's Wedding (1994),Comedy,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
344,2.8714285714285714,175,2.9697963300980152,Ace Ventura: Pet Detective (1994),Comedy,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
345,3.75,48,3.67061855987299,"Adventures of Priscilla, Queen of the Desert, The (1994)",Comedy|Drama,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
348,3.9375,40,3.768689252429903,Bullets Over Broadway (1994),Comedy,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
349,3.7869565217391306,115,3.736608604621333,Clear and Present Danger (1994),Action|Crime|Drama|Thriller,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
350,3.3285714285714287,70,3.3930824767009318,"Client, The (1994)",Drama|Mystery|Thriller,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
353,3.58955223880597,67,3.5753427594854967,"Crow, The (1994)",Action|Crime|Fantasy|Thriller,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
355,2.2051282051282053,39,2.7870760531897565,"Flintstones, The (1994)",Children|Comedy|Fantasy,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
356,4.05425219941349,341,4.01296023630753,Forrest Gump (1994),Comedy|Drama|Romance|War,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
357,3.6844262295081966,122,3.6566332083558764,Four Weddings and a Funeral (1994),Comedy|Romance,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
364,3.7775,200,3.746992381174318,"Lion King, The (1994)",Adventure|Animation|Children|Drama|Musical|IMAX,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0
367,3.070063694267516,157,3.1460334100004985,"Mask, The (1994)",Action|Comedy|Crime|Fantasy,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
368,3.535211267605634,71,3.5377054224761704,Maverick (1994),Adventure|Comedy|Western,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
370,3.0522388059701493,67,3.2042087388669405,Naked Gun 33 1/3: The Final Insult (1994),Action|Comedy,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
372,3.0588235294117645,34,3.286066369845206,Reality Bites (1994),Comedy|Drama|Romance,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
376,3.425531914893617,47,3.4715356840271845,"River Wild, The (1994)",Action|Thriller,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
377,3.566666666666667,180,3.5633726079528243,Speed (1994),Action|Romance|Thriller,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
380,3.515151515151515,198,3.518895823114444,True Lies (1994),Action|Adventure|Comedy|Romance|Thriller,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1
410,3.1506849315068495,73,3.265128618156245,Addams Family Values (1993),Children|Comedy|Fantasy,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
420,2.6315789473684212,57,2.9460718122999223,Beverly Hills Cop III (1994),Action|Comedy|Crime|Thriller,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
431,3.671875,32,3.6098104462918257,Carlito's Way (1993),Crime|Drama,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
432,2.6507936507936507,63,2.938798362044013,City Slickers II: The Legend of Curly's Gold (1994),Adventure|Comedy|Western,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
434,3.0849056603773586,106,3.186090056397744,Cliffhanger (1993),Action|Adventure|Thriller,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
435,2.463636363636364,55,2.844802913765802,Coneheads (1993),Comedy|Sci-Fi,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
440,3.561111111111111,90,3.556735397250777,Dave (1993),Comedy|Romance,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
441,3.6621621621621623,37,3.609078323434227,Dazed and Confused (1993),Comedy,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
442,2.968421052631579,95,3.1064659813607456,Demolition Man (1993),Action|Adventure|Sci-Fi,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
454,3.4727272727272727,110,3.48791605478638,"Firm, The (1993)",Drama|Thriller,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
455,2.838709677419355,31,3.18538110934579,Free Willy (1993),Adventure|Children|Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
457,3.9530516431924885,213,3.902503076831659,"Fugitive, The (1993)",Thriller,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
466,3.169491525423729,59,3.2955982884280135,Hot Shots! Part Deux (1993),Action|Comedy|War,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
468,3.303030303030303,33,3.417591232858622,"Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)",Comedy|Romance,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
471,3.877551020408163,49,3.750737312279661,"Hudsucker Proxy, The (1994)",Comedy,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
474,3.8625,80,3.7755295242735745,In the Line of Fire (1993),Action|Thriller,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
475,4.209677419354839,31,3.8821024208212,In the Name of the Father (1993),Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
480,3.7062043795620436,274,3.690158709441096,Jurassic Park (1993),Action|Adventure|Sci-Fi|Thriller,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1
481,3.34375,32,3.440455607582148,Kalifornia (1993),Drama|Thriller,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
485,2.8867924528301887,53,3.124195755061364,Last Action Hero (1993),Action|Adventure|Comedy|Fantasy,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
494,3.4754098360655736,61,3.4978928315394855,Executive Decision (1996),Action|Adventure|Thriller,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
497,3.9833333333333334,60,3.83675830744548,Much Ado About Nothing (1993),Comedy|Romance,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
500,3.4673202614379086,153,3.4798264900005096,Mrs. Doubtfire (1993),Comedy|Drama,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
508,3.6686046511627906,86,3.636277997155976,Philadelphia (1993),Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
509,3.75,78,3.6926689599082705,"Piano, The (1993)",Drama|Romance,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
515,4.043478260869565,46,3.846161153553858,"Remains of the Day, The (1993)",Drama|Romance,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
520,3.0615384615384613,65,3.213771028106244,Robin Hood: Men in Tights (1993),Comedy,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
524,3.5555555555555554,36,3.5501249646983815,Rudy (1993),Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
527,4.30327868852459,244,4.220103093686472,Schindler's List (1993),Drama|War,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
529,3.933333333333333,45,3.7774433022679093,Searching for Bobby Fischer (1993),Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
531,3.564516129032258,31,3.5542335683621835,"Secret Garden, The (1993)",Children|Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
539,3.428,125,3.4503757914199555,Sleepless in Seattle (1993),Comedy|Drama|Romance,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
541,4.037671232876712,146,3.9534559526709843,Blade Runner (1982),Action|Sci-Fi|Thriller,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
543,3.3461538461538463,52,3.4183932642694295,So I Married an Axe Murderer (1993),Comedy|Romance|Thriller,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
551,3.65,90,3.6234020639174433,"Nightmare Before Christmas, The (1993)",Animation|Children|Fantasy|Musical,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
552,3.14,50,3.2913530958761648,"Three Musketeers, The (1993)",Action|Adventure|Comedy|Romance,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0
553,3.482456140350877,57,3.503543076667738,Tombstone (1993),Action|Drama|Western,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
555,3.8857142857142857,70,3.7830824767009315,True Romance (1993),Crime|Thriller,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
585,3.073170731707317,41,3.271947150283003,"Brady Bunch Movie, The (1995)",Comedy,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
586,3.112403100775194,129,3.1937625639628506,Home Alone (1990),Children|Comedy,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
587,3.3253968253968256,126,3.367360561987777,Ghost (1990),Comedy|Drama|Fantasy|Romance|Thriller,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1
588,3.6744186046511627,215,3.658401010898339,Aladdin (1992),Adventure|Animation|Children|Comedy|Musical,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
589,4.006329113924051,237,3.9543380062550306,Terminator 2: Judgment Day (1991),Action|Sci-Fi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
590,3.717821782178218,202,3.6952941709917813,Dances with Wolves (1990),Adventure|Drama|Western,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
592,3.3979591836734695,196,3.4172931312835986,Batman (1989),Action|Crime|Thriller,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
593,4.1381578947368425,304,4.08475523254519,"Silence of the Lambs, The (1991)",Crime|Horror|Thriller,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
594,3.6619718309859155,71,3.6268143333672596,Snow White and the Seven Dwarfs (1937),Animation|Children|Drama|Fantasy|Musical,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
595,3.75,176,3.719942949854821,Beauty and the Beast (1991),Animation|Children|Fantasy|Musical|Romance|IMAX,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
