movieId,mean,count,weighted_score,title,year,genres,Horror,Musical,Animation,(no genres listed),Crime,Fantasy,Documentary,Adventure,Romance,Western,Comedy,Mystery,IMAX,Drama,Children,Film-Noir,Action,War,Sci-Fi,Thriller
62,3.689655172,87,3.652207245,Mr. Holland's Opus ,1995,Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
70,3.020833333,48,3.221900611,From Dusk Till Dawn ,1996,Action|Comedy|Horror|Thriller,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
95,3.177419355,93,3.266733721,Broken Arrow ,1996,Action|Adventure|Thriller,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
104,3.292553191,94,3.35329232,Happy Gilmore ,1996,Comedy,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
105,3.114583333,48,3.279592919,"Bridges of Madison County ",1995,Drama|Romance,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
110,3.945175439,228,3.89848158,Braveheart ,1995,Action|Drama|War,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
111,4.224576271,118,4.086542214,Taxi Driver ,1976,Crime|Drama|Thriller,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
112,3.295918367,49,3.389977819,Rumble in the Bronx ,Hont faan kui,Action|Adventure|Comedy|Crime,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
141,3.580645161,93,3.57161177,"Birdcage ",1996,Comedy,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
145,3.279069767,43,3.387784215,Bad Boys ,1995,Action|Comedy|Crime|Drama|Thriller,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
150,3.9025,200,3.855688033,Apollo 13 ,1995,Adventure|Drama|IMAX,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
151,3.5625,48,3.555233944,Rob Roy ,1995,Action|Drama|Romance|War,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0
153,2.782945736,129,2.926466966,Batman Forever ,1995,Action|Adventure|Comedy|Crime,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
158,2.870689655,58,3.100093724,Casper ,1995,Adventure|Children,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
160,2.341269841,63,2.729120943,Congo ,1995,Action|Adventure|Mystery|Sci-Fi,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
161,3.83125,80,3.752802252,Crimson Tide ,1995,Drama|Thriller|War,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
162,4.136363636,33,3.854099169,Crumb ,1994,Documentary,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
163,3.515873016,63,3.524819867,Desperado ,1995,Action|Romance|Western,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
165,3.443661972,142,3.461094463,Die Hard: With a Vengeance ,1995,Action|Crime|Thriller,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
168,3.11627907,43,3.291893804,First Knight ,1995,Action|Drama|Romance,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
172,2.572916667,48,2.946259586,Johnny Mnemonic ,1995,Action|Sci-Fi|Thriller,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
173,2.564285714,70,2.858082477,Judge Dredd ,1995,Action|Crime|Sci-Fi,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
180,3.306818182,44,3.402814158,Mallrats ,1995,Comedy|Romance,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
185,3.102941176,102,3.203092785,"Net ",1995,Action|Crime|Thriller,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
186,2.875,48,3.132157021,Nine Months ,1995,Comedy|Romance,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
193,2.314285714,35,2.881665349,Showgirls ,1995,Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
196,2.809090909,55,3.068332326,Species ,1995,Horror|Sci-Fi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
198,3.441860465,43,3.483674626,Strange Days ,1995,Action|Crime|Drama|Mystery|Sci-Fi|Thriller,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1
204,3,31,3.267348322,Under Siege 2: Dark Territory ,1995,Action,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
208,2.752212389,113,2.918239494,Waterworld ,1995,Action|Adventure|Sci-Fi,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
216,3.023809524,42,3.240392329,Billy Madison ,1995,Comedy,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
223,3.963302752,109,3.872721206,Clerks ,1994,Comedy,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
224,3.6,35,3.573973041,Don Juan DeMarco ,1995,Comedy|Drama|Romance,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
225,3.173076923,52,3.308637167,Disclosure ,1994,Drama|Thriller,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
231,3.110759494,158,3.179831105,Dumb & Dumber ,Dumb and Dumber,Adventure|Comedy,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
235,3.903846154,78,3.803780071,Ed Wood ,1994,Comedy|Drama,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
236,3.358333333,60,3.420091641,French Kiss ,1995,Action|Comedy|Romance,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
237,3.191176471,34,3.35637887,Forget Paris ,1995,Comedy|Romance,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
246,4.040983607,61,3.877013711,Hoop Dreams ,1994,Documentary,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
247,3.651162791,43,3.606962297,Heavenly Creatures ,1994,Crime|Drama,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
252,3.06097561,41,3.264904897,I.Q. ,1994,Comedy|Romance,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
253,3.396,125,3.42456934,Interview with the Vampire: The Vampire Chronicles ,1994,Drama|Horror,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
256,2.702380952,42,3.052892329,Junior ,1994,Comedy|Sci-Fi,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
260,4.221649485,291,4.158281145,Star Wars: Episode IV - A New Hope ,1977,Action|Adventure|Sci-Fi,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
261,3.715686275,51,3.651953675,Little Women ,1994,Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
265,3.879032258,62,3.769654866,Like Water for Chocolate ,Como agua para chocolate,Drama|Fantasy|Romance,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
266,3.48630137,73,3.502992696,Legends of the Fall ,1994,Drama|Romance|War|Western,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0
272,4,39,3.801568807,"Madness of King George ",1994,Comedy|Drama,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
277,3.357142857,35,3.44320381,Miracle on 34th Street ,1994,Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
282,3.284090909,44,3.389300644,Nell ,1994,Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
288,3.336448598,107,3.381812027,Natural Born Killers ,1994,Action|Crime|Thriller,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
292,3.309090909,110,3.359344626,Outbreak ,1995,Action|Drama|Sci-Fi|Thriller,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1
293,4.071969697,132,3.974124986,Léon: The Professional ,a.k.a. The Professional,Action|Crime|Drama|Thriller,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
296,4.25617284,324,4.19578601,Pulp Fiction ,1994,Comedy|Crime|Drama|Thriller,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
300,3.75,90,3.698402064,Quiz Show ,1994,Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
306,4.171875,32,3.867874962,Three Colors: Red ,Trois couleurs: Rouge,Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
307,4.14516129,31,3.849315536,Three Colors: Blue ,Trois couleurs: Bleu,Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
315,2.909090909,44,3.166327671,"Specialist ",1994,Action|Drama|Thriller,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
316,3.368965517,145,3.398904272,Stargate ,1994,Action|Adventure|Sci-Fi,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
317,2.964285714,70,3.138082477,"Santa Clause ",1994,Comedy|Drama|Fantasy,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
318,4.487138264,311,4.404129759,"Shawshank Redemption ",1994,Crime|Drama,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
319,3.973684211,38,3.783944819,Shallow Grave ,1994,Comedy|Drama|Thriller,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
329,3.350877193,114,3.391029498,Star Trek: Generations ,1994,Adventure|Drama|Sci-Fi,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
333,3.32,50,3.403853096,Tommy Boy ,1995,Comedy,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
337,3.795454545,88,3.731425828,What's Eating Gilbert Grape ,1993,Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
339,3.440594059,101,3.464185097,While You Were Sleeping ,1995,Comedy|Romance,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
342,3.4375,56,3.474514508,Muriel's Wedding ,1994,Comedy,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
344,2.871428571,175,2.96979633,Ace Ventura: Pet Detective ,1994,Comedy,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
345,3.75,48,3.67061856,"Adventures of Priscilla, Queen of the Desert ",1994,Comedy|Drama,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
348,3.9375,40,3.768689252,Bullets Over Broadway ,1994,Comedy,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
349,3.786956522,115,3.736608605,Clear and Present Danger ,1994,Action|Crime|Drama|Thriller,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
350,3.328571429,70,3.393082477,"Client ",1994,Drama|Mystery|Thriller,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
353,3.589552239,67,3.575342759,"Crow ",1994,Action|Crime|Fantasy|Thriller,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
355,2.205128205,39,2.787076053,"Flintstones ",1994,Children|Comedy|Fantasy,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
356,4.054252199,341,4.012960236,Forrest Gump ,1994,Comedy|Drama|Romance|War,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
357,3.68442623,122,3.656633208,Four Weddings and a Funeral ,1994,Comedy|Romance,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
364,3.7775,200,3.746992381,"Lion King ",1994,Adventure|Animation|Children|Drama|Musical|IMAX,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0
367,3.070063694,157,3.14603341,"Mask ",1994,Action|Comedy|Crime|Fantasy,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
368,3.535211268,71,3.537705422,Maverick ,1994,Adventure|Comedy|Western,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
370,3.052238806,67,3.204208739,Naked Gun 33 1/3: The Final Insult ,1994,Action|Comedy,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
372,3.058823529,34,3.28606637,Reality Bites ,1994,Comedy|Drama|Romance,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
376,3.425531915,47,3.471535684,"River Wild ",1994,Action|Thriller,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
377,3.566666667,180,3.563372608,Speed ,1994,Action|Romance|Thriller,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
380,3.515151515,198,3.518895823,True Lies ,1994,Action|Adventure|Comedy|Romance|Thriller,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1
410,3.150684932,73,3.265128618,Addams Family Values ,1993,Children|Comedy|Fantasy,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
420,2.631578947,57,2.946071812,Beverly Hills Cop III ,1994,Action|Comedy|Crime|Thriller,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
431,3.671875,32,3.609810446,Carlito's Way ,1993,Crime|Drama,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
432,2.650793651,63,2.938798362,City Slickers II: The Legend of Curly's Gold ,1994,Adventure|Comedy|Western,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
434,3.08490566,106,3.186090056,Cliffhanger ,1993,Action|Adventure|Thriller,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
435,2.463636364,55,2.844802914,Coneheads ,1993,Comedy|Sci-Fi,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
440,3.561111111,90,3.556735397,Dave ,1993,Comedy|Romance,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
441,3.662162162,37,3.609078323,Dazed and Confused ,1993,Comedy,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
442,2.968421053,95,3.106465981,Demolition Man ,1993,Action|Adventure|Sci-Fi,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
454,3.472727273,110,3.487916055,"Firm ",1993,Drama|Thriller,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
455,2.838709677,31,3.185381109,Free Willy ,1993,Adventure|Children|Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
457,3.953051643,213,3.902503077,"Fugitive ",1993,Thriller,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
466,3.169491525,59,3.295598288,Hot Shots! Part Deux ,1993,Action|Comedy|War,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
468,3.303030303,33,3.417591233,"Englishman Who Went Up a Hill But Came Down a Mountain ",1995,Comedy|Romance,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
471,3.87755102,49,3.750737312,"Hudsucker Proxy ",1994,Comedy,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
474,3.8625,80,3.775529524,In the Line of Fire ,1993,Action|Thriller,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
475,4.209677419,31,3.882102421,In the Name of the Father ,1993,Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
480,3.70620438,274,3.690158709,Jurassic Park ,1993,Action|Adventure|Sci-Fi|Thriller,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1
481,3.34375,32,3.440455608,Kalifornia ,1993,Drama|Thriller,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
485,2.886792453,53,3.124195755,Last Action Hero ,1993,Action|Adventure|Comedy|Fantasy,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
494,3.475409836,61,3.497892832,Executive Decision ,1996,Action|Adventure|Thriller,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
497,3.983333333,60,3.836758307,Much Ado About Nothing ,1993,Comedy|Romance,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
500,3.467320261,153,3.47982649,Mrs. Doubtfire ,1993,Comedy|Drama,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
508,3.668604651,86,3.636277997,Philadelphia ,1993,Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
509,3.75,78,3.69266896,"Piano ",1993,Drama|Romance,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
515,4.043478261,46,3.846161154,"Remains of the Day ",1993,Drama|Romance,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
520,3.061538462,65,3.213771028,Robin Hood: Men in Tights ,1993,Comedy,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
524,3.555555556,36,3.550124965,Rudy ,1993,Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
527,4.303278689,244,4.220103094,Schindler's List ,1993,Drama|War,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
529,3.933333333,45,3.777443302,Searching for Bobby Fischer ,1993,Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
531,3.564516129,31,3.554233568,"Secret Garden ",1993,Children|Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
539,3.428,125,3.450375791,Sleepless in Seattle ,1993,Comedy|Drama|Romance,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
541,4.037671233,146,3.953455953,Blade Runner ,1982,Action|Sci-Fi|Thriller,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
543,3.346153846,52,3.418393264,So I Married an Axe Murderer ,1993,Comedy|Romance|Thriller,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
551,3.65,90,3.623402064,"Nightmare Before Christmas ",1993,Animation|Children|Fantasy|Musical,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
552,3.14,50,3.291353096,"Three Musketeers ",1993,Action|Adventure|Comedy|Romance,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0
553,3.48245614,57,3.503543077,Tombstone ,1993,Action|Drama|Western,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
555,3.885714286,70,3.783082477,True Romance ,1993,Crime|Thriller,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
585,3.073170732,41,3.27194715,"Brady Bunch Movie ",1995,Comedy,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
586,3.112403101,129,3.193762564,Home Alone ,1990,Children|Comedy,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
587,3.325396825,126,3.367360562,Ghost ,1990,Comedy|Drama|Fantasy|Romance|Thriller,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1
588,3.674418605,215,3.658401011,Aladdin ,1992,Adventure|Animation|Children|Comedy|Musical,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
589,4.006329114,237,3.954338006,Terminator 2: Judgment Day ,1991,Action|Sci-Fi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
590,3.717821782,202,3.695294171,Dances with Wolves ,1990,Adventure|Drama|Western,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
592,3.397959184,196,3.417293131,Batman ,1989,Action|Crime|Thriller,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
593,4.138157895,304,4.084755233,"Silence of the Lambs ",1991,Crime|Horror|Thriller,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
594,3.661971831,71,3.626814333,Snow White and the Seven Dwarfs ,1937,Animation|Children|Drama|Fantasy|Musical,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
595,3.75,176,3.71994295,Beauty and the Beast ,1991,Animation|Children|Fantasy|Musical|Romance|IMAX,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
596,3.583333333,66,3.570919247,Pinocchio ,1940,Animation|Children|Fantasy|Musical,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
597,3.360544218,147,3.391572021,Pretty Woman ,1990,Comedy|Romance,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
608,4.256696429,224,4.172473416,Fargo ,1996,Comedy|Crime|Drama|Thriller,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
610,3.348484848,33,3.441400757,Heavy Metal ,1981,Action|Adventure|Animation|Horror|Sci-Fi,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
616,3.464285714,42,3.497336773,"Aristocats ",1970,Animation|Children,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
628,3.88,50,3.753853096,Primal Fear ,1996,Crime|Drama|Mystery|Thriller,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
647,3.629032258,31,3.587020454,Courage Under Fire ,1996,Action|Crime|Drama|War,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
648,3.532738095,168,3.534385089,Mission: Impossible ,1996,Action|Adventure|Mystery|Thriller,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
653,3.112903226,62,3.253350518,Dragonheart ,1996,Action|Adventure|Fantasy,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
